time,submit_job_all,start_job_all,end_job_all,submit_gpu_job,start_gpu_job,end_gpu_job,submit_gpu_num,start_gpu_num,end_gpu_num
2020-05-06 13:20:00,2,3,2,2,3,2,16,20,12
2020-05-06 13:30:00,2,3,6,2,3,5,9,13,29
2020-05-06 13:40:00,5,5,2,4,4,1,32,32,8
2020-05-06 13:50:00,18,18,12,18,18,12,53,53,40
2020-05-06 14:00:00,3,3,8,3,3,8,10,10,22
2020-05-06 14:10:00,11,11,6,10,10,6,89,89,57
2020-05-06 14:20:00,4,4,10,4,4,10,40,40,81
2020-05-06 14:30:00,6,6,7,5,5,6,41,41,56
2020-05-06 14:40:00,11,11,10,11,11,9,76,76,45
2020-05-06 14:50:00,15,13,12,15,13,12,64,56,61
2020-05-06 15:00:00,14,13,14,14,13,14,62,58,66
2020-05-06 15:10:00,5,6,5,5,6,5,20,24,23
2020-05-06 15:20:00,10,10,10,10,10,10,45,45,60
2020-05-06 15:30:00,18,17,11,17,16,11,76,72,39
2020-05-06 15:40:00,10,12,14,9,11,13,23,31,55
2020-05-06 15:50:00,9,10,8,8,9,7,44,48,24
2020-05-06 16:00:00,2,2,2,2,2,2,9,9,12
2020-05-06 16:10:00,13,11,7,12,10,7,56,48,35
2020-05-06 16:20:00,8,9,10,7,8,9,42,46,40
2020-05-06 16:30:00,10,10,10,10,10,10,34,34,34
2020-05-06 16:40:00,9,8,9,8,7,7,57,56,56
2020-05-06 16:50:00,8,9,9,8,9,9,73,77,69
2020-05-06 17:00:00,9,9,12,7,7,10,30,27,56
2020-05-06 17:10:00,16,16,12,16,16,12,130,133,54
2020-05-06 17:20:00,18,17,13,18,17,12,118,111,105
2020-05-06 17:30:00,14,14,13,13,13,13,62,62,52
2020-05-06 17:40:00,11,11,11,11,11,11,38,38,49
2020-05-06 17:50:00,10,10,10,8,8,9,59,59,58
2020-05-06 18:00:00,8,6,5,8,6,5,38,30,21
2020-05-06 18:10:00,4,4,6,4,4,6,10,10,22
2020-05-06 18:20:00,9,9,9,8,8,7,54,54,41
2020-05-06 18:30:00,6,6,7,6,6,7,59,59,59
2020-05-06 18:40:00,9,9,9,9,9,9,84,84,85
2020-05-06 18:50:00,6,6,6,6,6,6,43,43,74
2020-05-06 19:00:00,68,68,66,7,7,6,129,129,82
2020-05-06 19:10:00,8,8,12,8,8,12,83,83,118
2020-05-06 19:20:00,10,10,10,9,9,9,70,70,62
2020-05-06 19:30:00,12,12,10,11,11,10,47,47,39
2020-05-06 19:40:00,11,11,8,11,11,8,70,70,53
2020-05-06 19:50:00,9,9,14,9,9,13,19,19,34
2020-05-06 20:00:00,15,12,13,15,12,13,33,21,30
2020-05-06 20:10:00,11,11,7,11,11,7,22,22,14
2020-05-06 20:20:00,4,4,4,4,4,4,4,4,4
2020-05-06 20:30:00,6,5,5,6,5,5,25,17,9
2020-05-06 20:40:00,10,9,8,10,9,8,117,92,98
2020-05-06 20:50:00,8,8,11,8,8,11,60,60,62
2020-05-06 21:00:00,5,6,5,5,6,5,12,20,19
2020-05-06 21:10:00,15,14,16,15,14,16,67,52,69
2020-05-06 21:20:00,11,16,14,11,16,14,28,56,67
2020-05-06 21:30:00,13,12,12,12,11,12,72,28,33
2020-05-06 21:40:00,14,13,7,14,13,7,95,87,66
2020-05-06 21:50:00,12,12,10,12,12,10,43,43,41
2020-05-06 22:00:00,4,4,7,4,4,7,11,11,17
2020-05-06 22:10:00,8,8,8,8,8,8,15,15,53
2020-05-06 22:20:00,8,8,9,8,8,9,22,22,16
2020-05-06 22:30:00,11,11,10,11,11,10,33,33,31
2020-05-06 22:40:00,15,15,11,15,15,11,22,22,25
2020-05-06 22:50:00,4,5,6,4,5,5,25,29,22
2020-05-06 23:00:00,2,2,4,2,2,4,9,9,25
2020-05-06 23:10:00,1,2,2,1,2,2,8,12,6
2020-05-06 23:20:00,3,4,2,3,4,2,34,38,5
2020-05-06 23:30:00,5,5,7,5,5,7,73,73,85
2020-05-06 23:40:00,6,5,2,5,4,2,22,38,34
2020-05-06 23:50:00,2,3,3,1,2,2,1,17,9
2020-05-07 00:00:00,4,4,3,1,1,1,1,1,1
2020-05-07 00:10:00,13,14,11,13,14,11,186,194,193
2020-05-07 00:20:00,11,10,16,11,10,16,97,89,87
2020-05-07 00:30:00,2,2,3,2,2,3,33,33,37
2020-05-07 00:40:00,2,2,3,2,2,2,9,9,5
2020-05-07 00:50:00,2,1,0,2,1,0,8,4,0
2020-05-07 01:00:00,13,14,14,13,14,14,177,157,176
2020-05-07 01:10:00,6,6,8,6,6,8,56,80,81
2020-05-07 01:20:00,4,4,4,4,4,3,68,44,44
2020-05-07 01:30:00,4,4,6,4,4,6,73,97,101
2020-05-07 01:40:00,11,11,9,3,3,2,44,44,36
2020-05-07 01:50:00,12,12,12,6,6,6,132,132,132
2020-05-07 02:00:00,7,7,7,5,5,4,88,64,64
2020-05-07 02:10:00,3,3,5,2,2,4,40,64,65
2020-05-07 02:20:00,4,5,4,4,5,4,48,56,60
2020-05-07 02:30:00,8,8,8,8,8,8,104,104,104
2020-05-07 02:40:00,13,12,14,13,12,14,174,148,148
2020-05-07 02:50:00,9,10,12,9,10,11,98,148,156
2020-05-07 03:00:00,7,9,12,7,9,11,129,121,133
2020-05-07 03:10:00,3,2,2,3,2,2,44,40,36
2020-05-07 03:20:00,7,8,8,7,8,8,124,128,144
2020-05-07 03:30:00,7,6,7,7,6,7,124,120,112
2020-05-07 03:40:00,10,11,9,10,11,9,148,152,152
2020-05-07 03:50:00,11,11,11,11,11,11,101,101,112
2020-05-07 04:00:00,15,15,16,15,15,15,157,157,150
2020-05-07 04:10:00,14,14,15,14,14,15,184,184,186
2020-05-07 04:20:00,9,9,10,9,9,10,124,124,124
2020-05-07 04:30:00,11,11,11,11,11,11,100,100,100
2020-05-07 04:40:00,8,8,12,8,8,12,128,128,140
2020-05-07 04:50:00,7,6,7,7,6,7,160,128,144
2020-05-07 05:00:00,2,2,2,2,2,2,40,64,64
2020-05-07 05:10:00,6,6,6,6,6,6,152,128,128
2020-05-07 05:20:00,8,9,7,8,9,7,128,160,160
2020-05-07 05:30:00,6,5,7,6,5,7,80,96,96
2020-05-07 05:40:00,8,8,8,8,8,8,128,128,128
2020-05-07 05:50:00,6,7,5,6,7,5,112,96,96
2020-05-07 06:00:00,4,5,7,4,5,7,64,96,96
2020-05-07 06:10:00,3,3,3,3,3,3,96,96,96
2020-05-07 06:20:00,12,12,4,12,12,4,136,136,128
2020-05-07 06:30:00,7,7,9,7,7,9,224,224,256
2020-05-07 06:40:00,8,8,8,8,8,8,256,256,256
2020-05-07 06:50:00,15,15,15,15,15,15,232,232,232
2020-05-07 07:00:00,7,7,8,7,7,8,224,224,228
2020-05-07 07:10:00,4,4,7,4,4,7,128,128,169
2020-05-07 07:20:00,5,5,6,5,5,6,160,160,131
2020-05-07 07:30:00,7,7,17,6,6,16,192,192,204
2020-05-07 07:40:00,8,8,9,8,8,9,256,256,258
2020-05-07 07:50:00,5,5,4,5,5,4,98,98,97
2020-05-07 08:00:00,10,10,11,10,10,11,258,258,259
2020-05-07 08:10:00,6,6,5,5,5,5,160,160,160
2020-05-07 08:20:00,9,9,7,9,9,6,118,118,99
2020-05-07 08:30:00,20,20,15,20,20,15,292,292,268
2020-05-07 08:40:00,6,6,8,6,6,8,120,120,136
2020-05-07 08:50:00,20,20,16,20,20,16,288,288,260
2020-05-07 09:00:00,15,15,18,15,15,18,276,276,296
2020-05-07 09:10:00,9,9,8,9,9,8,180,180,180
2020-05-07 09:20:00,18,18,14,17,17,13,225,225,196
2020-05-07 09:30:00,17,17,15,16,16,15,245,245,237
2020-05-07 09:40:00,24,24,19,20,20,16,233,233,225
2020-05-07 09:50:00,11,11,14,11,11,14,197,197,211
2020-05-07 10:00:00,14,14,15,13,13,15,226,226,258
2020-05-07 10:10:00,8,8,6,7,7,5,137,137,104
2020-05-07 10:20:00,15,13,10,15,13,10,150,138,122
2020-05-07 10:30:00,15,15,14,14,14,12,165,165,158
2020-05-07 10:40:00,16,16,11,14,14,10,57,57,51
2020-05-07 10:50:00,9,10,14,8,9,12,54,58,59
2020-05-07 11:00:00,12,10,10,8,6,6,31,19,24
2020-05-07 11:10:00,17,19,13,9,11,10,63,75,43
2020-05-07 11:20:00,12,12,12,9,9,8,36,36,32
2020-05-07 11:30:00,21,22,22,19,20,20,55,63,81
2020-05-07 11:40:00,14,14,15,14,14,13,37,37,21
2020-05-07 11:50:00,21,20,16,21,20,16,108,104,68
2020-05-07 12:00:00,11,11,14,11,11,13,53,53,61
2020-05-07 12:10:00,13,13,13,11,11,13,40,40,51
2020-05-07 12:20:00,9,8,10,9,8,8,52,44,44
2020-05-07 12:30:00,11,12,8,11,12,8,38,46,27
2020-05-07 12:40:00,4,3,4,4,3,4,24,20,21
2020-05-07 12:50:00,6,6,8,6,6,8,25,25,41
2020-05-07 13:00:00,12,12,13,12,12,13,54,54,41
2020-05-07 13:10:00,19,21,18,19,21,18,51,59,60
2020-05-07 13:20:00,13,13,14,11,11,13,52,52,68
2020-05-07 13:30:00,8,8,12,8,8,12,14,14,28
2020-05-07 13:40:00,6,6,3,6,6,3,26,26,6
2020-05-07 13:50:00,8,8,6,8,8,6,36,36,27
2020-05-07 14:00:00,16,16,17,16,16,17,52,52,53
2020-05-07 14:10:00,20,18,12,17,15,11,48,40,55
2020-05-07 14:20:00,36,36,13,7,7,9,29,29,34
2020-05-07 14:30:00,17,17,15,16,16,12,64,64,50
2020-05-07 14:40:00,9,9,15,9,9,12,70,70,107
2020-05-07 14:50:00,6,6,28,6,6,7,22,22,19
2020-05-07 15:00:00,9,9,10,9,9,8,27,27,23
2020-05-07 15:10:00,4,4,6,4,4,6,11,11,34
2020-05-07 15:20:00,12,12,13,11,11,12,34,34,31
2020-05-07 15:30:00,18,18,18,18,18,17,39,39,39
2020-05-07 15:40:00,23,23,22,10,10,9,20,20,19
2020-05-07 15:50:00,23,23,9,10,10,9,34,34,26
2020-05-07 16:00:00,13,13,12,12,12,11,31,31,27
2020-05-07 16:10:00,7,6,5,7,6,5,22,21,19
2020-05-07 16:20:00,7,7,4,7,7,4,52,21,19
2020-05-07 16:30:00,12,12,14,11,11,14,32,32,31
2020-05-07 16:40:00,13,13,11,12,12,9,39,39,33
2020-05-07 16:50:00,5,5,6,5,5,6,26,26,20
2020-05-07 17:00:00,15,15,22,15,15,22,55,55,97
2020-05-07 17:10:00,12,11,6,7,6,5,37,57,21
2020-05-07 17:20:00,8,8,5,8,8,5,53,53,40
2020-05-07 17:30:00,11,11,12,11,11,12,81,77,94
2020-05-07 17:40:00,11,10,12,11,10,8,70,62,56
2020-05-07 17:50:00,11,12,14,7,8,10,24,32,48
2020-05-07 18:00:00,3,3,5,2,2,4,2,2,11
2020-05-07 18:10:00,4,4,5,2,2,3,3,3,7
2020-05-07 18:20:00,11,11,8,10,10,7,58,58,38
2020-05-07 18:30:00,4,3,5,4,3,5,32,28,22
2020-05-07 18:40:00,13,14,12,13,14,11,72,72,56
2020-05-07 18:50:00,16,16,17,16,16,17,89,89,97
2020-05-07 19:00:00,13,12,13,11,10,11,57,49,57
2020-05-07 19:10:00,6,6,4,6,6,4,26,30,18
2020-05-07 19:20:00,9,8,10,9,8,9,61,57,54
2020-05-07 19:30:00,10,10,11,9,9,10,48,48,60
2020-05-07 19:40:00,6,6,4,6,6,4,42,42,18
2020-05-07 19:50:00,3,3,8,3,3,8,32,32,54
2020-05-07 20:00:00,7,7,7,6,6,7,58,58,66
2020-05-07 20:10:00,5,6,6,5,6,5,41,45,30
2020-05-07 20:20:00,6,6,4,6,6,4,27,27,18
2020-05-07 20:30:00,4,4,7,2,2,6,12,12,27
2020-05-07 20:40:00,7,7,6,7,7,5,45,45,25
2020-05-07 20:50:00,7,7,7,5,5,6,33,33,34
2020-05-07 21:00:00,5,5,4,5,5,3,26,26,24
2020-05-07 21:10:00,6,6,7,6,6,7,17,17,16
2020-05-07 21:20:00,12,14,13,12,14,13,98,106,105
2020-05-07 21:30:00,8,8,7,8,8,7,20,20,25
2020-05-07 21:40:00,12,12,14,12,12,14,21,21,23
2020-05-07 21:50:00,11,11,11,11,11,11,26,26,26
2020-05-07 22:00:00,6,6,8,6,6,8,19,19,21
2020-05-07 22:10:00,5,5,6,5,5,6,8,8,12
2020-05-07 22:20:00,3,3,3,3,3,3,4,4,13
2020-05-07 22:30:00,5,4,4,5,4,4,26,22,22
2020-05-07 22:40:00,3,3,4,3,3,4,14,14,21
2020-05-07 22:50:00,6,6,4,6,6,4,27,27,15
2020-05-07 23:00:00,11,10,5,11,10,5,14,10,6
2020-05-07 23:10:00,8,6,2,8,6,2,52,32,20
2020-05-07 23:20:00,2,1,1,2,1,1,17,1,1
2020-05-07 23:30:00,6,6,4,6,6,4,13,13,4
2020-05-07 23:40:00,3,2,2,3,2,2,10,2,2
2020-05-07 23:50:00,7,6,5,7,6,5,20,12,11
2020-05-08 00:00:00,3,2,4,3,2,4,41,33,50
2020-05-08 00:10:00,3,2,1,3,2,1,18,10,1
2020-05-08 00:20:00,4,4,4,4,4,4,10,10,11
2020-05-08 00:30:00,3,3,3,3,3,3,4,4,10
2020-05-08 00:40:00,3,4,3,3,4,3,18,34,26
2020-05-08 00:50:00,2,2,2,2,2,2,3,3,3
2020-05-08 01:00:00,1,0,2,1,0,2,8,0,9
2020-05-08 01:10:00,0,0,0,0,0,0,0,0,0
2020-05-08 01:20:00,0,0,0,0,0,0,0,0,0
2020-05-08 01:30:00,1,1,1,1,1,1,1,1,1
2020-05-08 01:40:00,1,0,2,1,0,2,4,0,3
2020-05-08 01:50:00,0,1,1,0,1,1,0,4,4
2020-05-08 02:00:00,0,0,0,0,0,0,0,0,0
2020-05-08 02:10:00,0,1,1,0,1,1,0,8,8
2020-05-08 02:20:00,2,2,0,2,2,0,2,2,0
2020-05-08 02:30:00,0,0,0,0,0,0,0,0,0
2020-05-08 02:40:00,0,0,1,0,0,1,0,0,1
2020-05-08 02:50:00,2,2,2,2,2,2,2,2,2
2020-05-08 03:00:00,0,1,1,0,1,1,0,16,16
2020-05-08 03:10:00,2,2,3,2,2,3,2,2,3
2020-05-08 03:20:00,0,0,3,0,0,3,0,0,3
2020-05-08 03:30:00,0,1,2,0,1,2,0,4,5
2020-05-08 03:40:00,2,2,2,2,2,2,2,2,2
2020-05-08 03:50:00,0,0,0,0,0,0,0,0,0
2020-05-08 04:00:00,1,1,2,1,1,2,1,1,2
2020-05-08 04:10:00,0,0,1,0,0,1,0,0,1
2020-05-08 04:20:00,1,1,1,1,1,1,1,1,1
2020-05-08 04:30:00,0,0,0,0,0,0,0,0,0
2020-05-08 04:40:00,0,0,0,0,0,0,0,0,0
2020-05-08 04:50:00,1,1,1,1,1,1,1,1,1
2020-05-08 05:00:00,0,0,0,0,0,0,0,0,0
2020-05-08 05:10:00,1,2,2,1,2,2,1,5,5
2020-05-08 05:20:00,0,0,1,0,0,1,0,0,4
2020-05-08 05:30:00,1,1,0,1,1,0,1,1,0
2020-05-08 05:40:00,1,1,1,1,1,1,1,1,1
2020-05-08 05:50:00,0,0,1,0,0,1,0,0,1
2020-05-08 06:00:00,1,1,1,1,1,1,1,1,1
2020-05-08 06:10:00,0,0,0,0,0,0,0,0,0
2020-05-08 06:20:00,0,0,0,0,0,0,0,0,0
2020-05-08 06:30:00,2,3,5,2,3,5,8,16,25
2020-05-08 06:40:00,0,0,0,0,0,0,0,0,0
2020-05-08 06:50:00,1,1,0,1,1,0,16,16,0
2020-05-08 07:00:00,0,0,0,0,0,0,0,0,0
2020-05-08 07:10:00,0,0,0,0,0,0,0,0,0
2020-05-08 07:20:00,0,0,0,0,0,0,0,0,0
2020-05-08 07:30:00,0,0,1,0,0,1,0,0,4
2020-05-08 07:40:00,0,0,0,0,0,0,0,0,0
2020-05-08 07:50:00,0,0,0,0,0,0,0,0,0
2020-05-08 08:00:00,1,1,0,1,1,0,4,4,0
2020-05-08 08:10:00,0,0,0,0,0,0,0,0,0
2020-05-08 08:20:00,3,2,1,3,2,1,24,16,8
2020-05-08 08:30:00,2,2,0,2,2,0,5,5,0
2020-05-08 08:40:00,2,5,5,2,5,5,9,29,25
2020-05-08 08:50:00,3,3,7,3,3,7,9,9,13
2020-05-08 09:00:00,3,3,3,3,3,3,4,4,10
2020-05-08 09:10:00,2,2,2,1,1,2,4,4,4
2020-05-08 09:20:00,2,2,3,2,2,2,6,6,2
2020-05-08 09:30:00,0,0,1,0,0,1,0,0,1
2020-05-08 09:40:00,2,2,2,2,2,2,10,10,3
2020-05-08 09:50:00,6,6,6,6,6,6,28,28,21
2020-05-08 10:00:00,7,7,7,5,5,5,74,81,88
2020-05-08 10:10:00,5,5,6,1,1,3,4,4,6
2020-05-08 10:20:00,4,2,5,3,1,2,20,8,12
2020-05-08 10:30:00,2,2,2,2,2,2,8,8,8
2020-05-08 10:40:00,1,0,0,1,0,0,8,0,0
2020-05-08 10:50:00,2,4,3,1,3,3,4,20,24
2020-05-08 11:00:00,3,2,2,3,2,2,13,12,16
2020-05-08 11:10:00,3,1,1,3,1,1,11,8,4
2020-05-08 11:20:00,7,7,7,7,7,7,28,28,28
2020-05-08 11:30:00,7,10,10,7,10,10,34,37,38
2020-05-08 11:40:00,13,12,7,13,12,7,55,41,18
2020-05-08 11:50:00,6,5,6,5,4,6,23,25,43
2020-05-08 12:00:00,0,2,3,0,2,2,0,10,9
2020-05-08 12:10:00,1,1,3,1,1,3,1,1,20
2020-05-08 12:20:00,0,0,2,0,0,1,0,0,1
2020-05-08 12:30:00,3,5,4,3,5,4,16,32,25
2020-05-08 12:40:00,4,6,5,4,6,5,16,24,24
2020-05-08 12:50:00,5,5,8,5,5,8,20,20,33
2020-05-08 13:00:00,7,7,6,7,7,6,28,28,24
2020-05-08 13:10:00,9,8,8,9,8,8,40,32,44
2020-05-08 13:20:00,4,5,8,4,5,8,20,28,40
2020-05-08 13:30:00,6,5,5,6,5,5,45,29,36
2020-05-08 13:40:00,5,6,7,5,6,7,18,34,56
2020-05-08 13:50:00,18,17,13,17,16,13,105,104,93
2020-05-08 14:00:00,10,10,10,9,9,9,67,67,53
2020-05-08 14:10:00,7,4,4,7,4,4,132,36,32
2020-05-08 14:20:00,6,6,6,6,6,5,52,52,44
2020-05-08 14:30:00,15,13,12,15,13,12,102,66,58
2020-05-08 14:40:00,8,9,10,8,9,10,60,64,66
2020-05-08 14:50:00,6,3,3,5,2,3,40,16,24
2020-05-08 15:00:00,7,6,3,7,6,3,39,37,24
2020-05-08 15:10:00,8,9,9,8,9,9,45,49,52
2020-05-08 15:20:00,12,12,10,9,9,7,63,59,39
2020-05-08 15:30:00,9,10,12,8,9,11,47,55,56
2020-05-08 15:40:00,10,11,13,8,9,11,52,68,85
2020-05-08 15:50:00,11,12,12,11,12,11,62,94,90
2020-05-08 16:00:00,6,6,7,5,5,6,28,28,32
2020-05-08 16:10:00,9,9,9,9,9,9,72,72,72
2020-05-08 16:20:00,2,2,3,2,2,3,12,40,48
2020-05-08 16:30:00,14,11,7,13,10,7,153,85,68
2020-05-08 16:40:00,7,8,8,7,8,8,31,35,39
2020-05-08 16:50:00,464,463,458,6,5,7,12,8,13
2020-05-08 17:00:00,6,5,24,6,5,4,35,12,4
2020-05-08 17:10:00,7,6,5,7,6,5,20,12,11
2020-05-08 17:20:00,11,10,6,11,10,6,17,13,9
2020-05-08 17:30:00,1,1,2,1,1,2,1,4,5
2020-05-08 17:40:00,5,5,4,5,5,4,8,8,7
2020-05-08 17:50:00,6,5,6,6,5,6,6,5,6
2020-05-08 18:00:00,2,3,4,2,3,4,2,10,18
2020-05-08 18:10:00,3,3,2,3,3,2,10,10,9
2020-05-08 18:20:00,5,5,5,0,0,2,0,0,2
2020-05-08 18:30:00,5,5,6,5,5,4,19,19,18
2020-05-08 18:40:00,3,4,5,3,4,5,24,56,57
2020-05-08 18:50:00,4,4,3,3,3,2,17,17,9
2020-05-08 19:00:00,3,3,1,3,3,1,3,3,1
2020-05-08 19:10:00,8,11,12,6,9,11,6,10,13
2020-05-08 19:20:00,12,12,13,11,11,11,14,14,11
2020-05-08 19:30:00,10,10,8,10,10,8,13,13,11
2020-05-08 19:40:00,6,7,10,6,7,10,6,14,20
2020-05-08 19:50:00,2,2,3,2,2,3,2,2,10
2020-05-08 20:00:00,7,7,7,7,7,7,7,7,7
2020-05-08 20:10:00,3,4,3,1,2,1,1,5,4
2020-05-08 20:20:00,15,15,15,15,15,15,46,46,46
2020-05-08 20:30:00,10,10,10,10,10,10,66,66,58
2020-05-08 20:40:00,6,6,7,6,6,7,23,23,24
2020-05-08 20:50:00,9,9,11,9,9,11,23,23,47
2020-05-08 21:00:00,11,10,8,11,10,8,14,10,8
2020-05-08 21:10:00,3,3,6,3,3,6,4,4,22
2020-05-08 21:20:00,4,4,3,4,4,3,33,33,25
2020-05-08 21:30:00,4,4,3,4,4,3,48,48,32
2020-05-08 21:40:00,2,3,5,2,3,5,17,21,15
2020-05-08 21:50:00,4,3,5,4,3,5,22,18,23
2020-05-08 22:00:00,8,6,7,8,6,7,51,31,39
2020-05-08 22:10:00,6,7,4,5,6,4,12,44,35
2020-05-08 22:20:00,9,9,12,9,9,11,39,39,48
2020-05-08 22:30:00,2,2,2,2,2,2,12,12,12
2020-05-08 22:40:00,2,3,2,2,3,2,2,10,9
2020-05-08 22:50:00,1,1,2,1,1,2,4,4,5
2020-05-08 23:00:00,3,3,4,3,3,4,6,6,14
2020-05-08 23:10:00,0,0,0,0,0,0,0,0,0
2020-05-08 23:20:00,12,12,2,0,0,0,0,0,0
2020-05-08 23:30:00,3,3,9,3,3,1,13,13,4
2020-05-08 23:40:00,13,13,3,0,0,1,0,0,8
2020-05-08 23:50:00,0,0,0,0,0,0,0,0,0
2020-05-09 00:00:00,6,6,6,6,6,6,12,12,43
2020-05-09 00:10:00,9,9,9,9,9,9,83,83,83
2020-05-09 00:20:00,3,3,2,3,3,2,34,34,2
2020-05-09 00:30:00,5,5,5,5,5,5,67,67,67
2020-05-09 00:40:00,2,2,2,2,2,2,2,2,9
2020-05-09 00:50:00,4,4,4,4,4,4,35,35,35
2020-05-09 01:00:00,5,4,7,5,4,7,12,4,38
2020-05-09 01:10:00,6,7,5,6,7,5,37,45,8
2020-05-09 01:20:00,3,3,4,3,3,4,66,66,69
2020-05-09 01:30:00,2,2,4,2,2,4,2,17,84
2020-05-09 01:40:00,2,2,1,2,2,1,64,64,1
2020-05-09 01:50:00,0,1,2,0,1,2,0,1,17
2020-05-09 02:00:00,5,5,4,5,5,4,15,15,12
2020-05-09 02:10:00,0,1,2,0,1,2,0,16,17
2020-05-09 02:20:00,4,4,3,4,4,3,25,25,17
2020-05-09 02:30:00,0,0,1,0,0,1,0,0,8
2020-05-09 02:40:00,1,1,0,1,1,0,8,8,0
2020-05-09 02:50:00,0,0,0,0,0,0,0,0,0
2020-05-09 03:00:00,0,0,0,0,0,0,0,0,0
2020-05-09 03:10:00,0,0,2,0,0,2,0,0,16
2020-05-09 03:20:00,0,2,3,0,2,3,0,8,12
2020-05-09 03:30:00,0,0,0,0,0,0,0,0,0
2020-05-09 03:40:00,0,0,0,0,0,0,0,0,0
2020-05-09 03:50:00,0,0,0,0,0,0,0,0,0
2020-05-09 04:00:00,2,2,2,2,2,2,2,2,5
2020-05-09 04:10:00,0,0,2,0,0,2,0,0,5
2020-05-09 04:20:00,0,0,0,0,0,0,0,0,0
2020-05-09 04:30:00,0,0,0,0,0,0,0,0,0
2020-05-09 04:40:00,0,0,0,0,0,0,0,0,0
2020-05-09 04:50:00,0,1,2,0,1,2,0,8,9
2020-05-09 05:00:00,1,1,0,1,1,0,1,1,0
2020-05-09 05:10:00,0,0,0,0,0,0,0,0,0
2020-05-09 05:20:00,0,0,1,0,0,1,0,0,1
2020-05-09 05:30:00,0,0,0,0,0,0,0,0,0
2020-05-09 05:40:00,0,0,0,0,0,0,0,0,0
2020-05-09 05:50:00,0,0,2,0,0,2,0,0,24
2020-05-09 06:00:00,0,0,0,0,0,0,0,0,0
2020-05-09 06:10:00,0,0,1,0,0,1,0,0,8
2020-05-09 06:20:00,3,3,2,3,3,2,18,18,10
2020-05-09 06:30:00,3,3,3,3,3,3,11,11,18
2020-05-09 06:40:00,0,0,1,0,0,1,0,0,1
2020-05-09 06:50:00,0,0,1,0,0,1,0,0,8
2020-05-09 07:00:00,2,2,0,2,2,0,2,2,0
2020-05-09 07:10:00,0,0,0,0,0,0,0,0,0
2020-05-09 07:20:00,0,0,0,0,0,0,0,0,0
2020-05-09 07:30:00,0,0,1,0,0,1,0,0,16
2020-05-09 07:40:00,0,0,0,0,0,0,0,0,0
2020-05-09 07:50:00,4,4,2,4,4,2,28,28,8
2020-05-09 08:00:00,3,3,3,3,3,3,12,12,12
2020-05-09 08:10:00,4,4,4,4,4,4,16,16,16
2020-05-09 08:20:00,1,1,1,1,1,1,1,1,4
2020-05-09 08:30:00,3,3,1,3,3,1,9,9,4
2020-05-09 08:40:00,11,11,13,10,10,12,40,40,42
2020-05-09 08:50:00,11,10,9,11,10,9,36,34,33
2020-05-09 09:00:00,7,8,8,7,8,8,28,30,30
2020-05-09 09:10:00,19,19,3,19,19,3,28,28,12
2020-05-09 09:20:00,7,7,7,7,7,7,28,28,28
2020-05-09 09:30:00,7,7,7,7,7,7,25,25,25
2020-05-09 09:40:00,16,17,17,14,15,16,39,73,80
2020-05-09 09:50:00,21,22,19,21,22,19,52,54,38
2020-05-09 10:00:00,12,12,20,12,12,20,50,50,72
2020-05-09 10:10:00,6,6,8,6,6,8,51,51,31
2020-05-09 10:20:00,10,9,15,8,7,13,41,33,32
2020-05-09 10:30:00,10,9,7,10,9,7,38,34,10
2020-05-09 10:40:00,11,10,7,11,10,7,45,45,24
2020-05-09 10:50:00,8,6,6,7,5,6,31,21,18
2020-05-09 11:00:00,6,7,6,6,7,6,35,43,90
2020-05-09 11:10:00,9,9,6,9,9,6,121,121,49
2020-05-09 11:20:00,4,6,9,4,6,9,4,12,29
2020-05-09 11:30:00,6,6,4,4,4,2,25,25,9
2020-05-09 11:40:00,2,3,7,2,3,6,2,6,23
2020-05-09 11:50:00,3,3,3,1,1,3,1,1,10
2020-05-09 12:00:00,1,1,0,1,1,0,4,4,0
2020-05-09 12:10:00,3,3,6,3,3,5,3,3,26
2020-05-09 12:20:00,0,0,1,0,0,1,0,0,1
2020-05-09 12:30:00,3,2,1,3,2,1,6,2,1
2020-05-09 12:40:00,2,2,1,1,1,1,1,1,1
2020-05-09 12:50:00,1,1,2,1,1,1,8,8,1
2020-05-09 13:00:00,5,5,4,5,5,4,9,9,10
2020-05-09 13:10:00,4,4,3,4,4,3,25,25,17
2020-05-09 13:20:00,4,4,2,4,4,2,25,25,2
2020-05-09 13:30:00,7,7,8,7,7,8,28,28,22
2020-05-09 13:40:00,18,19,17,17,18,17,38,42,41
2020-05-09 13:50:00,12,12,14,12,12,12,31,31,28
2020-05-09 14:00:00,12,12,17,10,10,15,18,18,60
2020-05-09 14:10:00,21,21,4,20,20,3,41,41,10
2020-05-09 14:20:00,12,12,13,12,12,12,35,35,49
2020-05-09 14:30:00,6,6,6,6,6,6,20,20,13
2020-05-09 14:40:00,6,7,7,6,7,7,16,18,24
2020-05-09 14:50:00,22,22,20,22,22,20,41,41,29
2020-05-09 15:00:00,9,7,5,9,7,5,25,20,18
2020-05-09 15:10:00,8,9,10,7,8,10,27,31,22
2020-05-09 15:20:00,2,2,10,2,2,9,12,12,19
2020-05-09 15:30:00,4,4,12,2,2,10,8,8,13
2020-05-09 15:40:00,2,2,2,2,2,2,5,5,40
2020-05-09 15:50:00,6,6,8,6,6,8,33,26,31
2020-05-09 16:00:00,9,9,5,8,8,5,35,35,24
